annee;mois;jour;heure;N2aixa;N2aixc;N2cinq;N2plom;N2raba;N2stlo;O3aixa;O3aixp;O3cinq;PCaixa;PCaixc;PCcinq;PCraba;PCstlo;Aix VV
2014;11;6;6;23;24;39;89;39;35;0;5;13;20;13;13;16;18;0
2014;11;6;7;34;50;52;98;62;41;0;2;5;22;23;14;20;21;0
2014;11;6;8;57;51;40;103;54;36;1;3;17;39;24;18;41;17;0
2014;11;6;9;71;65;30;119;48;31;3;28;28;41;42;16;34;20;0.7
2014;11;6;10;23;61;0;103;43;18;29;30;0;34;23;0;32;20;1.3
2014;11;6;11;14;51;0;90;31;14;40;43;0;11;26;0;26;15;1
2014;11;6;12;14;52;0;78;35;16;43;47;0;18;19;0;19;15;1.3
2014;11;6;13;13;45;0;93;34;17;48;49;0;15;17;0;19;17;2.2
2014;11;6;14;13;54;0;103;42;22;49;50;0;15;15;0;20;19;1.7
2014;11;6;15;18;53;0;104;44;23;44;46;0;19;20;0;22;16;3.1
2014;11;6;16;27;70;0;119;49;26;35;33;0;20;30;0;23;18;3.1
2014;11;6;17;53;84;0;134;62;46;12;6;0;25;29;0;18;18;3
2014;11;6;18;61;91;0;102;71;51;4;10;0;30;35;0;21;16;1
2014;11;6;19;57;67;0;89;83;40;1;9;0;32;37;0;22;19;0.5
2014;11;6;20;48;51;0;81;95;51;1;7;0;40;36;0;35;24;0
2014;11;6;21;41;41;0;73;77;56;2;4;0;39;33;0;49;27;0
2014;11;6;22;36;37;0;65;63;47;5;3;0;33;27;0;47;30;0
2014;11;6;23;39;37;0;58;58;44;1;10;0;30;24;0;41;28;0
2014;11;7;0;35;30;0;53;50;39;1;10;0;36;17;0;39;29;0
2014;11;7;1;27;33;44;49;48;39;0;0;0;25;21;31;36;25;0
2014;11;7;2;28;28;0;47;42;34;0;18;3;32;22;28;35;26;0
2014;11;7;3;25;20;36;44;33;33;4;16;2;34;9;22;34;22;0
2014;11;7;4;13;24;28;61;34;31;21;17;4;21;10;21;31;21;0
2014;11;7;5;18;21;27;65;47;36;14;14;9;16;16;16;26;23;0.6
2014;11;7;6;28;24;35;100;68;45;6;8;8;18;13;13;33;24;0
2014;11;7;7;41;36;49;110;77;67;1;3;3;19;15;18;38;84;1
2014;11;7;8;49;44;59;119;104;68;4;11;5;32;20;22;48;64;1.4
2014;11;7;9;27;39;48;123;87;67;22;18;11;25;15;26;62;64;1.9
2014;11;7;10;40;51;59;180;95;63;17;11;11;24;29;26;63;48;1.4
2014;11;7;11;39;78;51;109;59;58;27;23;18;35;26;35;58;48;0.5
2014;11;7;12;36;69;47;105;76;65;39;53;22;30;33;25;32;53;1.1
2014;11;7;13;25;59;43;115;32;39;48;57;27;21;21;24;29;25;2.7
2014;11;7;14;29;65;44;137;40;29;39;58;28;25;22;23;27;26;2.5
2014;11;7;15;30;69;43;118;47;41;46;56;37;24;21;22;27;28;1.8
2014;11;7;16;42;73;51;137;45;39;34;43;35;23;26;20;22;17;3.1
2014;11;7;17;60;93;61;130;50;49;20;25;23;24;30;16;19;31;2.2
2014;11;7;18;81;103;73;130;66;57;2;19;6;35;46;27;24;35;1.2
2014;11;7;19;80;115;73;97;76;61;3;15;5;48;68;27;34;35;0
2014;11;7;20;78;100;61;93;75;56;1;17;10;58;50;29;37;31;0.5
2014;11;7;21;66;83;53;78;69;53;2;19;13;57;50;29;39;26;0
2014;11;7;22;56;71;45;71;44;37;1;21;17;64;43;22;29;20;0
2014;11;7;23;51;58;36;73;40;30;1;17;25;57;38;18;21;20;0
2014;11;8;0;47;52;32;78;48;24;1;21;29;45;29;13;19;19;0
2014;11;8;1;40;46;31;57;35;22;0;0;0;41;26;12;21;15;0
2014;11;8;2;39;48;20;40;36;12;0;26;37;36;24;14;22;16;0.7
2014;11;8;3;37;41;18;33;28;14;0;15;40;28;20;13;20;12;0.7
2014;11;8;4;33;38;16;40;42;18;0;14;45;26;22;11;20;12;0.5
2014;11;8;5;30;31;15;56;42;37;0;9;46;24;18;11;23;24;0.6
2014;11;8;6;29;35;22;67;34;36;0;10;34;23;18;11;19;21;0
2014;11;8;7;33;37;33;85;60;33;0;8;23;40;19;14;24;17;0
2014;11;8;8;33;31;34;75;62;29;3;7;23;33;16;15;30;16;0
2014;11;8;9;28;42;33;81;39;23;14;31;23;26;21;17;25;26;0
2014;11;8;10;39;52;36;84;44;31;15;40;24;27;30;25;29;24;0.8
2014;11;8;11;37;59;35;94;54;25;22;35;29;30;24;20;28;20;1.1
2014;11;8;12;40;57;38;89;55;26;26;51;31;27;21;20;28;19;0.9
2014;11;8;13;35;54;36;97;53;23;34;50;35;23;20;20;28;13;1
2014;11;8;14;39;78;24;81;64;25;36;53;50;23;23;17;32;14;0.5
2014;11;8;15;38;86;24;92;119;28;38;44;63;29;26;16;31;21;0.9
2014;11;8;16;49;83;34;106;138;41;26;37;47;29;28;22;37;35;2
2014;11;8;17;82;106;57;112;149;64;4;10;25;29;42;32;50;47;1
2014;11;8;18;81;88;84;118;113;78;1;6;4;43;57;37;63;48;0
2014;11;8;19;67;63;68;114;110;70;1;7;4;58;53;62;76;46;0
2014;11;8;20;59;65;58;99;114;40;6;9;15;47;45;45;73;19;0
2014;11;8;21;52;50;41;92;92;29;13;51;28;38;26;25;58;14;1.4
2014;11;8;22;43;41;27;78;67;27;14;53;44;37;22;20;43;22;1.6
2014;11;8;23;45;35;10;63;63;18;16;57;65;32;25;14;39;13;0.5
2014;11;9;0;22;26;14;50;28;15;45;71;59;20;19;8;32;14;1.4
2014;11;9;1;12;19;7;28;14;13;0;0;0;15;14;11;27;16;2.1
2014;11;9;2;7;9;4;14;19;5;65;75;73;14;9;9;25;10;3.9
2014;11;9;3;6;7;3;13;11;4;64;76;73;13;16;5;15;8;2.4
2014;11;9;4;4;5;4;17;8;4;67;76;70;8;7;4;14;6;4.3
2014;11;9;5;6;5;4;16;12;4;64;72;66;9;11;5;11;8;5.3
2014;11;9;6;5;6;5;23;9;4;63;73;64;12;8;6;15;9;5.8
2014;11;9;7;5;5;5;25;10;6;65;75;65;12;7;7;13;10;6.7
2014;11;9;8;4;6;7;35;9;6;67;77;64;15;17;6;13;12;5.4
2014;11;9;9;4;7;8;53;9;5;68;76;63;12;8;7;17;10;5.1
2014;11;9;10;6;9;11;49;12;9;65;71;63;9;7;6;13;7;6.7
2014;11;9;11;6;10;10;47;12;12;61;70;57;10;6;4;15;12;4.4
2014;11;9;12;6;10;9;51;15;12;58;66;62;7;10;6;13;10;6.3
2014;11;9;13;7;12;7;54;18;18;56;66;62;10;7;6;12;8;5.4
2014;11;9;14;6;9;10;51;15;21;61;69;62;10;4;5;11;7;5.1
2014;11;9;15;6;10;9;55;16;10;67;74;62;10;6;1;9;6;6.3
2014;11;9;16;8;14;22;65;33;8;64;74;43;12;6;5;9;6;6.3
2014;11;9;17;15;26;37;79;60;25;56;69;32;7;6;9;10;11;4
2014;11;9;18;28;26;39;92;80;34;45;65;25;10;8;9;20;14;2.3
2014;11;9;19;21;30;40;77;78;41;41;60;21;14;10;15;31;10;1
2014;11;9;20;32;29;45;81;72;34;23;61;9;18;16;18;37;17;0.8
2014;11;9;21;28;22;52;63;62;39;21;61;3;20;11;28;34;25;0.7
2014;11;9;22;19;20;44;57;52;34;29;40;3;18;16;37;34;28;0.5
2014;11;9;23;22;23;40;55;60;40;21;36;2;12;14;38;37;20;1.4
2014;11;10;0;18;19;28;51;46;38;19;28;13;16;18;34;42;15;1
2014;11;10;1;16;22;11;42;30;15;0;0;0;14;14;19;30;17;0.7
2014;11;10;2;19;19;19;34;33;21;10;17;19;10;10;14;26;13;0
2014;11;10;3;10;15;17;30;21;19;14;11;23;11;11;14;24;10;0.9
2014;11;10;4;9;12;14;30;26;33;19;15;23;14;8;10;19;12;1
2014;11;10;5;11;19;14;47;41;33;31;37;24;11;10;11;15;11;1.6
2014;11;10;6;19;36;25;70;66;46;26;26;22;11;7;10;17;13;0
2014;11;10;7;39;40;47;99;80;60;17;39;11;10;9;10;13;19;1.2
2014;11;10;8;59;51;53;112;80;76;8;34;16;15;10;10;17;33;1.2
2014;11;10;9;46;44;41;110;84;67;13;40;32;16;16;9;24;20;0.7
2014;11;10;10;36;48;33;100;64;68;23;51;39;11;13;10;19;28;1.9
2014;11;10;11;20;28;24;82;45;43;43;71;47;15;11;12;26;20;1.6
2014;11;10;12;13;32;14;85;35;46;55;69;62;7;10;11;21;21;3.1
2014;11;10;13;10;26;19;92;42;41;57;64;51;10;9;6;18;22;2.1
2014;11;10;14;23;39;39;106;44;32;44;56;34;12;11;12;21;13;1.7
2014;11;10;15;17;29;32;86;53;34;49;50;39;15;15;11;26;14;1
2014;11;10;16;29;42;31;100;71;38;35;39;33;19;11;11;26;20;1.8
2014;11;10;17;46;56;60;119;82;50;13;14;4;17;19;19;38;29;1.3
2014;11;10;18;44;54;55;93;88;52;1;7;4;0;16;29;43;36;0.8
2014;11;10;19;42;48;55;91;85;45;3;12;3;0;20;24;48;27;0.5
2014;11;10;20;38;43;34;89;76;38;12;29;30;0;16;25;45;21;1
2014;11;10;21;34;47;26;53;69;27;14;42;36;0;17;15;36;15;2
2014;11;10;22;30;30;15;59;62;21;17;60;50;0;13;12;31;12;0.9
2014;11;10;23;16;24;12;45;0;18;36;61;53;0;11;10;22;12;2.5
2014;11;11;0;11;15;13;36;17;12;46;73;54;0;9;10;12;11;1
2014;11;11;1;8;14;7;25;16;12;0;0;0;12;12;7;15;11;2.5
2014;11;11;2;6;9;5;19;14;4;61;69;72;15;12;4;14;9;2.9
2014;11;11;3;6;9;3;11;6;4;56;67;75;11;9;5;19;7;2.7
2014;11;11;4;5;7;3;12;9;3;56;66;76;13;8;7;15;6;3.2
2014;11;11;5;7;10;5;13;13;4;50;61;68;15;9;6;13;11;2.8
2014;11;11;6;10;15;7;28;17;8;45;61;65;20;7;5;11;10;2.2
2014;11;11;7;9;13;8;42;18;14;46;62;62;16;5;6;12;11;2.1
2014;11;11;8;14;21;22;34;12;17;40;61;59;14;11;8;17;10;3.3
2014;11;11;9;8;12;9;48;16;13;50;64;63;0;9;9;17;10;3
2014;11;11;10;11;25;8;42;15;7;45;62;64;0;8;9;19;15;1.6
2014;11;11;11;16;22;9;38;19;6;45;59;67;7;4;9;20;15;2.6
2014;11;11;12;15;27;9;45;19;13;48;61;66;14;6;9;18;15;3.1
2014;11;11;13;12;22;10;52;27;14;49;63;63;15;5;11;7;9;2.5
2014;11;11;14;16;26;10;56;27;11;43;62;66;8;8;6;10;10;2.3
2014;11;11;15;17;31;12;61;28;11;43;60;63;10;5;6;10;10;3
2014;11;11;16;21;35;14;73;38;12;42;58;62;11;5;5;14;9;3.2
2014;11;11;17;22;54;18;98;40;21;45;67;54;9;13;6;19;12;1.9
2014;11;11;18;32;66;42;110;60;58;34;61;29;8;10;8;23;27;1.6
2014;11;11;19;35;55;39;105;57;62;20;59;33;15;15;12;21;26;1.3
2014;11;11;20;30;40;29;93;44;40;25;62;39;19;16;12;19;20;0.8
2014;11;11;21;24;30;25;77;25;38;25;61;46;14;10;14;17;18;0
2014;11;11;22;20;18;12;69;29;25;30;62;63;16;11;8;10;13;2.3
2014;11;11;23;16;17;13;55;25;15;37;65;59;15;15;6;15;11;2.3
2014;11;12;0;10;13;11;43;20;10;45;68;67;11;12;6;10;8;2.1
2014;11;12;1;10;17;10;40;12;14;0;0;0;10;9;7;10;15;2.6
2014;11;12;2;17;26;5;27;15;7;40;58;68;11;11;7;13;10;1.9
2014;11;12;3;14;21;12;50;23;11;37;41;53;9;10;5;10;9;0
2014;11;12;4;8;16;8;95;31;13;41;32;61;10;8;5;13;7;1.3
2014;11;12;5;16;19;13;94;55;17;28;45;62;9;7;5;16;9;1.2
2014;11;12;6;18;35;22;99;88;36;37;61;45;12;7;6;15;11;1.2
2014;11;12;7;43;57;52;90;102;75;16;39;13;10;7;9;21;21;1.1
2014;11;12;8;62;84;62;106;102;78;7;17;7;12;17;10;23;25;0.6
2014;11;12;9;61;75;59;139;97;51;8;29;19;13;8;11;26;14;0.8
2014;11;12;10;59;67;71;127;81;56;10;21;25;13;11;9;21;11;0
2014;11;12;11;45;93;68;115;93;53;23;37;16;13;19;10;17;11;2.2
2014;11;12;12;49;73;56;134;91;31;23;51;28;12;12;8;13;11;0.6
2014;11;12;13;45;68;28;124;49;24;31;40;56;13;14;5;11;8;0.6
2014;11;12;14;25;52;34;119;35;29;47;62;48;17;8;7;12;16;0.8
2014;11;12;15;30;64;33;107;48;28;40;44;45;10;11;10;13;13;1.8
2014;11;12;16;36;60;44;114;48;33;30;32;34;12;16;10;9;17;2.4
2014;11;12;17;52;77;55;133;63;63;8;13;20;12;24;9;12;32;2.5
2014;11;12;18;64;89;51;116;47;65;1;13;22;17;24;8;18;26;1.4
2014;11;12;19;58;77;68;93;58;47;1;7;3;22;27;9;13;15;1
2014;11;12;20;42;67;60;86;71;59;20;12;10;21;19;10;13;21;0.9
2014;11;12;21;41;64;44;67;65;39;16;10;24;14;27;8;20;6;1.4
2014;11;12;22;43;60;47;68;41;21;5;9;16;19;23;8;14;8;1
2014;11;12;23;37;45;27;56;32;18;5;15;31;28;17;10;17;8;0
2014;11;13;0;34;36;24;45;30;14;4;18;35;23;22;9;14;8;0.5
2014;11;13;1;28;31;13;31;20;9;0;0;0;17;10;8;9;5;0
2014;11;13;2;25;27;14;40;16;11;13;14;41;17;16;8;5;9;0.6
2014;11;13;3;20;19;10;25;19;15;18;20;45;12;6;7;13;11;0
2014;11;13;4;11;18;12;28;30;12;27;28;39;11;9;7;9;9;2
2014;11;13;5;16;27;22;60;49;21;22;27;29;8;10;6;11;15;2.6
2014;11;13;6;30;50;42;100;45;19;2;14;10;10;17;5;12;11;0
2014;11;13;7;42;58;45;99;82;36;0;8;14;17;26;5;16;25;0.6
2014;11;13;8;46;51;55;98;56;57;1;6;10;22;21;10;21;50;0.7
2014;11;13;9;42;54;36;89;58;35;11;20;23;22;23;29;22;33;0
2014;11;13;10;38;58;32;93;45;23;14;25;23;24;25;20;29;21;0.5
2014;11;13;11;30;49;29;88;50;21;21;22;29;26;21;15;31;30;0.9
2014;11;13;12;25;49;25;86;52;26;28;35;35;21;16;16;24;45;1.2
2014;11;13;13;25;56;24;96;48;31;37;42;39;15;19;13;24;38;1.4
2014;11;13;14;21;57;28;97;40;32;39;0;37;19;15;12;26;56;1.5
2014;11;13;15;27;61;28;128;40;34;37;0;42;26;19;13;27;30;1.6
2014;11;13;16;52;90;49;133;63;39;16;13;25;20;28;14;27;25;1.8
2014;11;13;17;78;83;77;97;113;72;1;5;4;33;39;21;33;53;0
2014;11;13;18;62;52;83;108;106;67;1;6;2;49;24;28;53;63;0
2014;11;13;19;52;41;60;82;118;66;1;10;2;39;25;38;80;62;0
2014;11;13;20;45;44;60;81;90;57;2;6;3;32;27;36;76;39;0.5
2014;11;13;21;38;42;52;72;68;51;1;2;2;31;21;39;52;44;1
2014;11;13;22;35;37;46;67;57;44;2;1;3;29;18;32;38;39;0.7
2014;11;13;23;34;28;38;65;50;49;4;2;9;22;16;28;38;39;0.6
2014;11;14;0;26;31;26;54;48;22;9;4;25;21;18;16;34;15;2.1
2014;11;14;1;26;27;16;39;41;23;0;0;0;19;18;13;26;15;1.5
2014;11;14;2;21;22;13;33;32;10;10;3;38;21;17;11;22;9;1.2
2014;11;14;3;20;20;13;41;23;11;14;11;39;19;13;13;17;14;1.9
2014;11;14;4;16;17;15;47;28;13;27;7;40;16;14;11;19;15;1.8
2014;11;14;5;10;16;19;69;22;20;40;40;38;16;9;10;16;17;2.6
2014;11;14;6;10;11;24;75;48;35;44;56;33;12;11;9;19;18;4
2014;11;14;7;13;18;31;93;73;47;43;58;34;9;13;10;27;23;4.2
2014;11;14;8;16;25;24;87;65;36;44;63;40;9;14;11;32;26;4.5
2014;11;14;9;16;20;21;82;68;35;49;64;45;9;14;11;30;28;4.5
2014;11;14;10;12;16;26;80;40;29;50;64;42;13;11;12;26;33;5.1
2014;11;14;11;12;22;16;66;34;28;50;62;56;21;14;17;30;29;4.1
2014;11;14;12;14;17;18;75;43;27;48;59;57;15;10;11;30;25;3.8
2014;11;14;13;11;26;19;63;30;24;50;60;59;12;18;11;26;23;4.3
2014;11;14;14;14;26;13;74;31;23;50;60;63;15;16;12;24;24;3.6
2014;11;14;15;11;23;17;79;44;23;54;64;57;14;10;13;23;18;4.2
2014;11;14;16;15;24;22;96;39;27;49;61;53;11;8;12;24;19;3.7
2014;11;14;17;16;29;23;101;46;30;43;55;54;14;9;13;21;14;3.2
2014;11;14;18;20;36;23;85;57;44;39;59;51;12;10;12;17;18;3.1
2014;11;14;19;16;23;21;68;26;35;46;61;56;5;7;8;18;15;4
2014;11;14;20;16;21;13;51;16;18;46;61;61;13;7;9;24;12;2.5
2014;11;14;21;14;22;7;33;16;9;45;61;67;10;8;14;20;19;3.4
2014;11;14;22;15;20;7;34;14;8;44;63;66;8;7;14;23;12;2.2
2014;11;14;23;9;15;6;27;12;8;52;63;67;7;8;17;24;27;2.7
2014;11;15;0;10;17;7;20;13;7;49;64;68;0;5;19;26;30;2.1
2014;11;15;1;10;15;6;20;10;7;0;0;0;0;6;21;26;27;1.8
2014;11;15;2;9;15;4;19;12;5;47;58;66;0;8;21;26;28;2
2014;11;15;3;10;12;5;23;10;5;42;56;62;0;13;22;28;21;1.7
2014;11;15;4;10;22;5;23;12;8;38;53;59;0;13;23;28;24;2
2014;11;15;5;14;18;6;17;10;16;33;53;61;0;11;22;27;24;1.2
2014;11;15;6;23;39;8;34;16;14;32;47;55;0;12;23;26;36;1.1
2014;11;15;7;38;64;14;55;43;24;15;37;47;0;20;21;31;29;0
2014;11;15;8;47;70;38;74;60;49;3;20;20;0;23;21;36;38;0
2014;11;15;9;58;72;45;122;61;51;1;17;20;0;27;28;32;28;0
2014;11;15;10;55;80;37;85;70;49;4;14;23;0;27;20;30;29;1
2014;11;15;11;58;74;28;82;58;48;6;11;33;0;25;16;27;21;0.8
2014;11;15;12;50;69;46;81;63;45;11;24;12;0;18;14;37;22;0.6
2014;11;15;13;43;62;40;100;56;33;17;44;21;0;21;17;31;16;1.2
2014;11;15;14;29;45;30;77;44;28;26;39;32;0;14;12;19;10;1.6
2014;11;15;15;26;53;32;85;34;20;29;43;36;0;11;8;20;9;2.1
2014;11;15;16;28;56;31;85;52;30;29;39;37;0;11;6;17;13;2.8
2014;11;15;17;53;83;55;86;56;39;3;22;9;0;20;9;16;15;1.9
2014;11;15;18;56;76;62;82;107;62;4;3;2;0;27;10;23;47;0.7
2014;11;15;19;56;70;66;90;126;61;0;4;2;0;34;17;42;52;0
2014;11;15;20;48;56;64;88;120;53;1;11;2;0;34;32;55;39;0.6
2014;11;15;21;38;42;55;77;77;47;1;5;3;0;31;37;61;36;0.6
2014;11;15;22;34;32;46;68;61;45;0;2;3;0;23;48;56;37;0
2014;11;15;23;29;30;51;70;0;36;0;1;3;0;25;51;61;18;0
2014;11;16;0;30;30;45;63;59;46;0;0;2;0;25;51;61;23;0
2014;11;16;1;30;34;32;51;56;38;0;0;0;28;20;29;62;18;0
2014;11;16;2;34;26;30;38;50;34;1;0;5;22;17;17;51;22;0
2014;11;16;3;24;21;25;41;43;30;5;2;11;17;15;18;34;17;0
2014;11;16;4;22;23;24;41;37;23;4;5;13;17;15;14;29;21;0
2014;11;16;5;23;19;25;40;42;30;2;6;12;17;13;14;27;15;0
2014;11;16;6;20;23;28;43;36;33;6;2;10;14;12;12;24;26;0.5
2014;11;16;7;21;19;33;51;41;36;7;0;7;11;9;8;21;19;0
2014;11;16;8;24;19;34;55;37;37;7;6;9;13;13;9;19;19;0
2014;11;16;9;20;18;37;74;40;43;13;9;15;0;15;14;19;31;0.8
2014;11;16;10;20;28;34;81;52;39;23;16;22;14;14;14;25;22;0.6
2014;11;16;11;26;37;29;95;45;34;24;46;39;7;16;11;28;11;0.5
2014;11;16;12;18;41;23;70;30;13;44;55;52;12;13;7;14;13;1.2
2014;11;16;13;9;30;17;77;24;13;59;58;58;10;8;8;9;11;2.9
2014;11;16;14;10;35;22;81;43;13;58;58;57;8;9;6;10;12;2.3
2014;11;16;15;13;34;31;89;49;16;59;57;48;3;7;10;13;9;3.2
2014;11;16;16;25;51;28;101;58;24;46;44;51;11;12;12;14;9;2.5
2014;11;16;17;54;95;40;98;82;55;9;16;42;15;23;9;19;19;1.2
2014;11;16;18;60;41;63;95;107;67;1;17;8;24;19;17;23;47;0
2014;11;16;19;51;41;63;103;101;67;2;18;4;35;24;35;44;56;0
2014;11;16;20;34;39;52;86;76;62;12;24;12;35;28;37;59;40;0
2014;11;16;21;28;29;42;69;61;53;18;17;16;27;24;26;49;26;1.2
2014;11;16;22;28;28;25;63;57;24;16;9;36;17;19;23;36;18;0
2014;11;16;23;18;22;15;48;34;13;29;50;45;13;18;9;17;6;2.1
2014;11;17;0;24;23;18;36;28;13;20;63;39;18;17;14;12;5;1.1
2014;11;17;1;20;15;9;31;30;14;0;0;0;18;12;12;18;5;0.9
2014;11;17;2;7;17;6;30;24;5;34;25;53;15;11;11;16;9;0.8
2014;11;17;3;8;13;6;35;24;5;34;29;53;11;10;9;18;8;0.6
2014;11;17;4;11;10;12;46;32;10;38;23;42;9;8;9;16;15;0.5
2014;11;17;5;16;13;20;81;43;28;28;21;29;9;10;9;10;18;1.1
2014;11;17;6;20;34;30;75;72;42;30;37;18;11;10;10;22;17;0.5
2014;11;17;7;52;84;45;94;82;44;4;20;6;15;26;10;36;18;1
2014;11;17;8;56;89;48;97;83;48;0;0;9;19;28;13;39;21;1
2014;11;17;9;51;71;35;92;48;34;1;8;19;19;23;13;41;15;0.8
2014;11;17;10;42;67;37;112;63;31;7;16;31;13;20;13;25;31;0
2014;11;17;11;34;70;35;113;48;33;27;42;41;11;30;10;22;32;0.6
2014;11;17;12;32;71;31;102;34;29;37;52;50;6;18;10;20;29;1.5
2014;11;17;13;22;55;22;80;40;20;51;56;57;3;14;9;22;34;2.1
2014;11;17;14;17;54;22;99;31;20;56;57;57;0;13;9;21;36;2.6
2014;11;17;15;21;59;23;107;29;22;53;54;54;13;12;8;17;23;2.2
2014;11;17;16;42;80;36;112;47;36;31;42;40;13;18;8;17;17;2.3
2014;11;17;17;72;103;57;109;65;64;3;10;18;19;34;12;17;22;1.4
2014;11;17;18;75;107;78;110;94;69;1;12;3;22;39;16;22;34;0.7
2014;11;17;19;75;94;82;119;116;68;1;3;2;28;38;23;45;48;0
2014;11;17;20;55;63;64;93;32;64;1;7;9;41;42;23;38;49;0.5
2014;11;17;21;47;57;56;72;43;52;1;4;14;48;40;14;15;23;0
2014;11;17;22;35;45;36;69;56;27;1;2;27;54;37;10;18;14;0
2014;11;17;23;30;40;31;57;37;22;0;0;30;47;28;10;19;9;0
2014;11;18;0;27;36;21;49;33;24;0;1;34;37;31;9;12;11;0
2014;11;18;1;29;33;21;46;52;23;0;0;0;39;28;8;16;14;0
2014;11;18;2;25;30;18;48;49;18;0;2;33;35;23;6;16;9;0
2014;11;18;3;22;25;22;56;37;18;0;3;32;32;15;5;12;16;0
2014;11;18;4;22;27;20;67;48;18;1;3;34;23;16;6;14;14;0
2014;11;18;5;23;26;24;64;72;29;1;5;32;19;13;5;33;11;0.5
2014;11;18;6;28;30;45;82;99;46;0;0;13;18;13;15;37;27;0
2014;11;18;7;44;45;75;111;111;55;0;0;3;25;19;16;61;36;0
2014;11;18;8;53;58;90;129;105;66;1;1;2;39;25;39;91;37;0
2014;11;18;9;69;62;76;130;136;49;2;6;6;49;41;43;0;22;0
2014;11;18;10;54;69;48;113;65;37;9;28;23;47;22;33;0;51;0.6
2014;11;18;11;41;71;36;120;43;28;23;38;35;25;20;15;0;25;1.1
2014;11;18;12;29;57;36;103;37;26;34;44;38;12;19;19;0;26;1.8
2014;11;18;13;20;45;31;105;31;26;46;47;44;23;18;20;0;31;2.6
2014;11;18;14;19;56;28;119;41;23;47;50;50;15;19;17;39;26;3.1
2014;11;18;15;22;56;31;108;34;28;44;43;45;14;17;15;35;24;2.2
2014;11;18;16;46;85;49;132;51;40;21;23;29;19;32;18;26;29;1.2
2014;11;18;17;69;111;64;124;65;74;3;7;16;43;53;15;25;48;1
2014;11;18;18;69;79;78;113;77;79;1;4;4;65;46;16;27;53;0
2014;11;18;19;63;72;75;110;129;75;1;3;3;48;42;30;43;53;0
2014;11;18;20;62;60;62;88;118;68;1;5;3;54;40;46;82;66;0
2014;11;18;21;52;49;54;75;86;59;1;1;3;59;37;43;80;55;0.5
2014;11;18;22;40;42;48;59;79;49;0;2;4;53;29;42;74;38;0
2014;11;18;23;35;44;45;71;86;42;0;2;3;45;34;45;79;24;0
2014;11;19;0;35;48;42;58;75;45;0;1;3;41;34;44;75;20;0
2014;11;19;1;36;38;37;44;51;44;0;0;0;42;25;37;64;24;0
2014;11;19;2;25;31;53;52;38;32;0;1;2;36;15;27;48;16;0
2014;11;19;3;24;26;37;40;38;29;0;1;3;32;14;23;43;16;0
2014;11;19;4;23;23;27;55;41;36;0;1;9;28;15;17;33;14;0
2014;11;19;5;24;19;36;79;46;47;3;1;4;20;16;11;33;18;0
2014;11;19;6;34;27;45;88;73;55;1;0;1;16;12;14;34;32;0.6
2014;11;19;7;43;57;57;97;79;61;0;0;2;36;29;16;39;35;0
2014;11;19;8;66;54;73;121;73;71;1;3;3;57;31;31;45;48;0
2014;11;19;9;38;38;68;147;76;77;9;4;4;38;22;39;52;76;0
2014;11;19;10;38;48;54;129;89;42;11;26;10;23;31;31;69;21;0.7
2014;11;19;11;23;47;60;111;117;35;34;29;13;29;23;26;135;20;0
2014;11;19;12;23;39;48;99;70;34;32;35;22;18;14;26;86;17;0.6
2014;11;19;13;24;63;32;100;41;23;38;48;35;12;17;20;40;12;1.2
2014;11;19;14;14;59;40;107;57;36;50;51;32;16;16;11;37;22;1.6
2014;11;19;15;21;73;48;124;48;45;47;51;31;23;22;15;37;24;1.4
2014;11;19;16;52;88;58;128;65;49;18;38;15;19;25;18;50;24;1.2
2014;11;19;17;73;106;75;103;119;65;1;11;2;32;42;21;45;36;0
2014;11;19;18;75;64;81;124;147;73;1;7;3;66;42;31;51;46;0
2014;11;19;19;61;63;59;97;146;69;2;2;3;69;42;45;89;44;0
2014;11;19;20;61;53;58;86;105;58;2;5;3;66;36;40;74;39;0.6
2014;11;19;21;45;45;56;90;70;57;1;2;3;47;32;44;65;48;0
2014;11;19;22;44;44;46;69;58;50;1;3;5;33;37;33;50;40;0
2014;11;19;23;40;37;38;61;54;45;2;3;11;32;23;22;39;38;0.5
2014;11;20;0;30;33;38;50;51;45;8;4;8;26;16;19;32;21;0
2014;11;20;1;17;28;24;42;39;33;0;0;0;17;14;20;30;19;1
2014;11;20;2;15;24;13;37;32;26;19;7;36;15;19;9;28;15;1
2014;11;20;3;10;22;23;40;27;35;25;7;25;13;12;11;22;13;0.8
2014;11;20;4;9;17;12;49;31;22;27;11;38;12;11;10;20;10;0.9
2014;11;20;5;12;21;14;104;44;29;23;12;37;11;10;8;13;12;0.9
2014;11;20;6;28;27;19;76;72;41;8;9;32;12;15;9;26;21;0.9
2014;11;20;7;38;36;34;83;82;63;3;0;21;17;19;10;33;46;1
2014;11;20;8;50;53;42;101;100;66;3;4;15;21;26;14;35;66;0.6
2014;11;20;9;44;43;40;99;86;50;7;6;20;27;27;17;43;48;1
2014;11;20;10;38;52;41;94;69;47;21;13;20;0;25;21;47;47;0.9
2014;11;20;11;28;39;29;104;74;43;41;47;37;25;15;23;47;42;2.2
2014;11;20;12;18;34;27;110;71;34;55;71;38;23;18;23;56;31;2.7
2014;11;20;13;20;46;30;113;62;38;58;72;38;18;21;23;56;35;2.5
2014;11;20;14;26;53;20;111;99;38;53;66;53;16;19;20;38;32;1.9
